algorithm,seed,t,welfare,regret,cum_regret
p2etg,0,18,2.039085640086688,0.07127974090199896,1.2830353362359812
p2etg,0,36,2.110365380988687,0.0,1.9245530043539718
p2etg,0,54,2.110365380988687,0.0,1.9245530043539718
p2etg,0,72,2.110365380988687,0.0,1.9245530043539718
p2etg,0,90,2.039085640086688,0.07127974090199896,2.5660706724719624
p2etg,0,108,2.110365380988687,0.0,3.207588340589953
p2etg,0,126,2.110365380988687,0.0,3.207588340589953
p2etg,0,144,2.110365380988687,0.0,3.207588340589953
p2etg,0,162,2.110365380988687,0.0,3.207588340589953
p2etg,0,180,2.110365380988687,0.0,3.207588340589953
p2etg,0,198,2.110365380988687,0.0,3.207588340589953
p2etg,0,216,2.110365380988687,0.0,3.207588340589953
p2etg,0,234,2.110365380988687,0.0,3.207588340589953
p2etg,0,252,2.110365380988687,0.0,3.207588340589953
p2etg,0,270,2.110365380988687,0.0,3.207588340589953
p2etg,0,288,2.110365380988687,0.0,3.207588340589953
p2etg,0,306,2.110365380988687,0.0,3.207588340589953
p2etg,0,324,2.110365380988687,0.0,3.207588340589953
p2etg,0,342,2.110365380988687,0.0,3.207588340589953
p2etg,0,360,2.110365380988687,0.0,3.207588340589953
p2etg,0,378,2.110365380988687,0.0,3.207588340589953
p2etg,0,396,2.110365380988687,0.0,3.207588340589953
p2etg,0,414,2.110365380988687,0.0,3.207588340589953
p2etg,0,432,2.110365380988687,0.0,3.207588340589953
p2etg,0,450,2.110365380988687,0.0,3.207588340589953
p2etg,0,468,2.110365380988687,0.0,3.207588340589953
p2etg,0,486,2.110365380988687,0.0,3.207588340589953
p2etg,0,504,2.110365380988687,0.0,3.207588340589953
p2etg,0,522,2.110365380988687,0.0,3.207588340589953
p2etg,0,540,2.110365380988687,0.0,3.207588340589953
p2etg,0,558,2.110365380988687,0.0,3.207588340589953
p2etg,0,576,2.110365380988687,0.0,3.207588340589953
p2etg,0,594,2.110365380988687,0.0,3.207588340589953
p2etg,0,612,2.110365380988687,0.0,3.207588340589953
p2etg,0,630,2.110365380988687,0.0,3.207588340589953
p2etg,0,648,2.110365380988687,0.0,3.207588340589953
p2etg,0,666,2.110365380988687,0.0,3.207588340589953
p2etg,0,684,2.110365380988687,0.0,3.207588340589953
p2etg,0,702,2.110365380988687,0.0,3.207588340589953
p2etg,0,720,2.110365380988687,0.0,3.207588340589953
p2etg,0,738,2.110365380988687,0.0,3.207588340589953
p2etg,0,756,2.110365380988687,0.0,3.207588340589953
p2etg,0,774,2.110365380988687,0.0,3.207588340589953
p2etg,0,792,2.110365380988687,0.0,3.207588340589953
p2etg,0,810,2.110365380988687,0.0,3.207588340589953
p2etg,0,828,2.110365380988687,0.0,3.207588340589953
p2etg,0,846,2.110365380988687,0.0,3.207588340589953
p2etg,0,864,2.110365380988687,0.0,3.207588340589953
p2etg,0,882,2.110365380988687,0.0,3.207588340589953
p2etg,0,900,2.110365380988687,0.0,3.207588340589953
p2etg,0,918,2.110365380988687,0.0,3.207588340589953
p2etg,0,936,2.110365380988687,0.0,3.207588340589953
p2etg,0,954,2.110365380988687,0.0,3.207588340589953
p2etg,0,972,2.110365380988687,0.0,3.207588340589953
p2etg,0,990,2.110365380988687,0.0,3.207588340589953
p2etg,0,1008,2.110365380988687,0.0,3.207588340589953
p2etg,0,1026,2.110365380988687,0.0,3.207588340589953
p2etg,0,1044,2.110365380988687,0.0,3.207588340589953
p2etg,0,1062,2.110365380988687,0.0,3.207588340589953
p2etg,0,1080,2.110365380988687,0.0,3.207588340589953
p2etg,0,1098,2.110365380988687,0.0,3.207588340589953
p2etg,0,1116,2.110365380988687,0.0,3.207588340589953
p2etg,0,1134,2.110365380988687,0.0,3.207588340589953
p2etg,0,1152,2.110365380988687,0.0,3.207588340589953
p2etg,0,1170,2.110365380988687,0.0,3.207588340589953
p2etg,0,1188,2.110365380988687,0.0,3.207588340589953
p2etg,0,1206,2.110365380988687,0.0,3.207588340589953
p2etg,0,1224,2.110365380988687,0.0,3.207588340589953
p2etg,0,1242,2.110365380988687,0.0,3.207588340589953
p2etg,0,1260,2.110365380988687,0.0,3.207588340589953
p2etg,0,1278,2.110365380988687,0.0,3.207588340589953
p2etg,0,1296,2.110365380988687,0.0,3.207588340589953
p2etg,0,1314,2.110365380988687,0.0,3.207588340589953
p2etg,0,1332,2.110365380988687,0.0,3.207588340589953
p2etg,0,1350,2.110365380988687,0.0,3.207588340589953
p2etg,0,1368,2.110365380988687,0.0,3.207588340589953
p2etg,0,1386,2.110365380988687,0.0,3.207588340589953
p2etg,0,1404,2.110365380988687,0.0,3.207588340589953
