group,n_seeds,reference,final_regret_mean,final_regret_std,best_regret_mean,cumulative_regret_end_mean,cumulative_regret_end_std,committed_regret_mean,committed_regret_std,n_stopped,avg_regret_at_1k,avg_regret_at_10k,avg_regret_at_25k,avg_regret_at_50k,avg_regret_at_100k,avg_regret_at_end,asymptotic_regret_mean
p2etg_bt,5,oracle_train,0.07018680792431234,0.11233015364881423,-0.0008667249927102105,15042.684164601154,20702.803886634876,0.07018680792431234,0.11233015364881423,0,0.2496034909122103,0.12967506317145167,0.09221038034776367,0.0827756146139838,0.07465024870154578,0.07521342082300576,0.07018680792462881
p2etg_bt_single,30,oracle_train,0.09288459952402439,0.096537073625815,-0.00850360597934099,19586.7437242488,12775.334289111677,0.09288459952402439,0.096537073625815,0,0.21002446818303916,0.1416602493553595,0.12072352266804694,0.10488961753744816,0.09388724254524039,0.09793371862124402,0.10038138628248085
p2etg_replay,5,oracle_train,0.05473335644797998,0.0580333487716731,0.008376061501211396,32724.695371570106,15010.698710061235,0.05473335644797998,0.0580333487716731,0,0.4870932164896195,0.38873801538619474,0.30246399803181523,0.27666357565052835,0.2099334118196921,0.16362347685785053,0.09237185799614202
