metric,mean,std,median,q25,q75
T_stop,200000.0,0.0,200000.0,200000.0,200000.0
exact_oracle_match,0.0,0.0,0.0,0.0,0.0
stable_train,0.0,0.0,0.0,0.0,0.0
blocking_pairs_train,2.0,1.224744871391589,2.0,1.0,2.0
resolved_fraction_at_stop,0.3883928571428571,0.014721993257001032,0.3794642857142857,0.3794642857142857,0.39955357142857145
test_mean_score,0.6458410873707641,0.007254168596459137,0.6454877689225631,0.6454877689225631,0.6456148922611482
test_welfare,5.1667286989661125,0.0580333487716731,5.163902151380505,5.163902151380505,5.164919138089186
normalized_test_welfare,0.9026308030436688,0.07331256899963597,0.8990600722606508,0.8990600722606508,0.9003448147376913
