group,n_seeds,reference,final_regret_mean,final_regret_std,best_regret_mean,cumulative_regret_end_mean,cumulative_regret_end_std,committed_regret_mean,committed_regret_std,n_stopped,avg_regret_at_1k,avg_regret_at_10k,avg_regret_at_25k,avg_regret_at_50k,avg_regret_at_100k,avg_regret_at_end,asymptotic_regret_mean
p2etg_replay_single,30,oracle_train,0.11241800626768293,0.08777059849420243,0.007714094890081184,35301.1726860331,15046.444362488253,0.11241800626768293,0.08777059849420243,0,0.5581045606240534,0.3940897610453744,0.30944102666787826,0.24853756340478222,0.20737357669854795,0.17650586343016547,0.12303207016468558
