algorithm,seed,stopped,T_stop,final_exact,final_regret,best_regret,final_cum_regret,n_checks,elapsed_seconds
p2etg,0,False,200000,True,0.0,0.0,7898.49559989287,223,48.30933016585186
p2etg,1,False,200000,True,0.0,0.0,7300.929409715945,223,48.87245683418587
p2etg,2,False,200000,True,0.0,0.0,4864.376261291884,223,48.633622833993286
p2etg,3,False,200000,True,0.0,0.0,8769.05311443941,223,48.49617691710591
p2etg,4,False,200000,True,0.0,0.0,5465.088089760409,223,48.63115404173732
p2etg,5,False,200000,True,0.0,0.0,11100.092236280347,223,48.70527358399704
p2etg,6,False,200000,True,0.0,0.0,458.53064559352777,223,48.81224470818415
p2etg,7,False,200000,True,0.0,0.0,2374.305181491855,223,48.95538012497127
p2etg,8,False,200000,True,0.0,0.0,4117.164140795707,223,49.50600466597825
p2etg,9,False,200000,True,0.0,0.0,16913.617955200418,223,49.375714249908924
preflid,0,False,199980,False,0.09972222579189083,0.09972222579189083,29768.565614090687,4444,10.603936166968197
preflid,1,False,199980,True,0.0,0.0,3935.728953824243,4444,10.769503750372678
preflid,2,False,199980,True,0.0,0.0,10110.50630152222,4444,10.616426875349134
preflid,3,False,199980,True,0.0,0.0,5903.506393947283,4444,10.902089042123407
preflid,4,False,199980,True,0.0,0.0,9928.447501619718,4444,10.590219750069082
preflid,5,False,199980,True,0.0,0.0,3050.1162567041756,4444,10.62569862511009
preflid,6,False,199980,True,0.0,0.0,4956.238140058999,4444,10.492415999993682
preflid,7,False,199980,True,0.0,0.0,21676.70807223912,4444,10.534686750266701
preflid,8,False,199980,True,0.0,0.0,3526.200591019813,4444,10.634101000148803
preflid,9,False,199980,True,0.0,0.0,4254.532391730953,4444,10.569141209125519
