side,agent,partner_1,partner_2,base_gap,bootstrap_flip_probability
model,Qwen3-8B,mmlupro,medqa,0.10789173367250049,0.0
model,Qwen3-8B,mmlupro,meld,0.1322941691677605,0.0
model,Qwen3-8B,mmlupro,korbench,0.1402129783693843,0.0
model,Qwen3-8B,finqa,medqa,0.044639595762815065,0.024
model,Qwen3-8B,finqa,meld,0.1955463070774459,0.0
model,Qwen3-8B,finqa,korbench,0.2034651162790697,0.0
model,Qwen3-8B,medqa,meld,0.24018590284026098,0.0
model,Qwen3-8B,medqa,korbench,0.24810471204188478,0.0
model,Qwen3-8B,meld,korbench,0.0079188092016238,0.352
model,Llama-3.1-8B-Instruct,math500,livecodebench,0.3365718799368089,0.0
model,Llama-3.1-8B-Instruct,math500,bbh,0.08055555555555549,0.008
model,Llama-3.1-8B-Instruct,math500,mmlupro,0.06075984470327239,0.056
model,Llama-3.1-8B-Instruct,math500,finqa,0.00804263565891472,0.404
model,Llama-3.1-8B-Instruct,math500,medqa,0.16788830715532277,0.0
model,Llama-3.1-8B-Instruct,math500,meld,0.03628777627424451,0.132
model,Llama-3.1-8B-Instruct,math500,korbench,0.30066666666666675,0.0
model,Llama-3.1-8B-Instruct,livecodebench,bbh,0.4171274354923644,0.0
model,Llama-3.1-8B-Instruct,livecodebench,mmlupro,0.2758120352335365,0.0
model,Llama-3.1-8B-Instruct,livecodebench,finqa,0.34461451559572365,0.0
model,Llama-3.1-8B-Instruct,livecodebench,medqa,0.5044601870921317,0.0
model,Llama-3.1-8B-Instruct,livecodebench,meld,0.3002841036625644,0.0
model,Llama-3.1-8B-Instruct,livecodebench,korbench,0.03590521327014218,0.06
model,Llama-3.1-8B-Instruct,bbh,mmlupro,0.14131540025882788,0.0
model,Llama-3.1-8B-Instruct,bbh,finqa,0.07251291989664077,0.0
model,Llama-3.1-8B-Instruct,bbh,medqa,0.08733275159976728,0.0
model,Llama-3.1-8B-Instruct,bbh,meld,0.1168433318298,0.0
model,Llama-3.1-8B-Instruct,bbh,korbench,0.38122222222222224,0.0
model,Llama-3.1-8B-Instruct,mmlupro,finqa,0.06880248036218711,0.008
model,Llama-3.1-8B-Instruct,mmlupro,medqa,0.22864815185859516,0.0
model,Llama-3.1-8B-Instruct,mmlupro,meld,0.024472068429027882,0.176
model,Llama-3.1-8B-Instruct,mmlupro,korbench,0.23990682196339433,0.0
model,Llama-3.1-8B-Instruct,finqa,medqa,0.15984567149640805,0.0
model,Llama-3.1-8B-Instruct,finqa,meld,0.04433041193315923,0.048
model,Llama-3.1-8B-Instruct,finqa,korbench,0.30870930232558147,0.0
model,Llama-3.1-8B-Instruct,medqa,meld,0.20417608342956728,0.0
model,Llama-3.1-8B-Instruct,medqa,korbench,0.4685549738219895,0.0
model,Llama-3.1-8B-Instruct,meld,korbench,0.26437889039242224,0.0
model,NVIDIA-Nemotron-Nano-9B-v2,math500,livecodebench,0.298957345971564,0.0
model,NVIDIA-Nemotron-Nano-9B-v2,math500,bbh,0.08401234567901239,0.0
model,NVIDIA-Nemotron-Nano-9B-v2,math500,mmlupro,0.25615085967831386,0.0
model,NVIDIA-Nemotron-Nano-9B-v2,math500,finqa,0.23445736434108522,0.0
model,NVIDIA-Nemotron-Nano-9B-v2,math500,medqa,0.22415357766143107,0.0
model,NVIDIA-Nemotron-Nano-9B-v2,math500,meld,0.45140279657194404,0.0
model,NVIDIA-Nemotron-Nano-9B-v2,math500,korbench,0.3906666666666666,0.0
model,NVIDIA-Nemotron-Nano-9B-v2,livecodebench,bbh,0.2149450002925516,0.0
model,NVIDIA-Nemotron-Nano-9B-v2,livecodebench,mmlupro,0.04280648629325012,0.06
model,NVIDIA-Nemotron-Nano-9B-v2,livecodebench,finqa,0.06449998163047876,0.008
model,NVIDIA-Nemotron-Nano-9B-v2,livecodebench,medqa,0.07480376831013291,0.0
model,NVIDIA-Nemotron-Nano-9B-v2,livecodebench,meld,0.15244545060038006,0.0
model,NVIDIA-Nemotron-Nano-9B-v2,livecodebench,korbench,0.09170932069510263,0.0
model,NVIDIA-Nemotron-Nano-9B-v2,bbh,mmlupro,0.17213851399930147,0.0
model,NVIDIA-Nemotron-Nano-9B-v2,bbh,finqa,0.15044501866207283,0.0
model,NVIDIA-Nemotron-Nano-9B-v2,bbh,medqa,0.14014123198241868,0.0
model,NVIDIA-Nemotron-Nano-9B-v2,bbh,meld,0.36739045089293165,0.0
model,NVIDIA-Nemotron-Nano-9B-v2,bbh,korbench,0.3066543209876542,0.0
model,NVIDIA-Nemotron-Nano-9B-v2,mmlupro,finqa,0.02169349533722864,0.176
model,NVIDIA-Nemotron-Nano-9B-v2,mmlupro,medqa,0.03199728201688279,0.104
model,NVIDIA-Nemotron-Nano-9B-v2,mmlupro,meld,0.19525193689363018,0.0
model,NVIDIA-Nemotron-Nano-9B-v2,mmlupro,korbench,0.13451580698835275,0.0
model,NVIDIA-Nemotron-Nano-9B-v2,finqa,medqa,0.010303786679654148,0.378
model,NVIDIA-Nemotron-Nano-9B-v2,finqa,meld,0.21694543223085883,0.0
model,NVIDIA-Nemotron-Nano-9B-v2,finqa,korbench,0.1562093023255814,0.0
model,NVIDIA-Nemotron-Nano-9B-v2,medqa,meld,0.22724921891051297,0.0
model,NVIDIA-Nemotron-Nano-9B-v2,medqa,korbench,0.16651308900523554,0.0
model,NVIDIA-Nemotron-Nano-9B-v2,meld,korbench,0.060736129905277436,0.012
model,gemma-2-9b-it,math500,livecodebench,0.32306477093206953,0.0
model,gemma-2-9b-it,math500,bbh,0.1049382716049383,0.0
model,gemma-2-9b-it,math500,mmlupro,0.03410981697171378,0.138
model,gemma-2-9b-it,math500,finqa,0.14098837209302328,0.0
model,gemma-2-9b-it,math500,medqa,0.13481675392670156,0.0
model,gemma-2-9b-it,math500,meld,0.035859269282814576,0.122
model,gemma-2-9b-it,math500,korbench,0.16666666666666669,0.0
model,gemma-2-9b-it,livecodebench,bbh,0.4280030425370078,0.0
model,gemma-2-9b-it,livecodebench,mmlupro,0.3571745879037833,0.0
model,gemma-2-9b-it,livecodebench,finqa,0.4640531430250928,0.0
model,gemma-2-9b-it,livecodebench,medqa,0.4578815248587711,0.0
model,gemma-2-9b-it,livecodebench,meld,0.3589240402148841,0.0
model,gemma-2-9b-it,livecodebench,korbench,0.15639810426540282,0.0
model,gemma-2-9b-it,bbh,mmlupro,0.07082845463322451,0.012
model,gemma-2-9b-it,bbh,finqa,0.03605010048808499,0.09
model,gemma-2-9b-it,bbh,medqa,0.029878482321763267,0.118
model,gemma-2-9b-it,bbh,meld,0.06907900232212372,0.006
model,gemma-2-9b-it,bbh,korbench,0.271604938271605,0.0
model,gemma-2-9b-it,mmlupro,finqa,0.1068785551213095,0.0
model,gemma-2-9b-it,mmlupro,medqa,0.10070693695498778,0.0
model,gemma-2-9b-it,mmlupro,meld,0.0017494523111007965,0.5
model,gemma-2-9b-it,mmlupro,korbench,0.20077648363838047,0.0
model,gemma-2-9b-it,finqa,medqa,0.006171618166321724,0.406
model,gemma-2-9b-it,finqa,meld,0.10512910281020871,0.0
model,gemma-2-9b-it,finqa,korbench,0.30765503875968997,0.0
model,gemma-2-9b-it,medqa,meld,0.09895748464388698,0.0
model,gemma-2-9b-it,medqa,korbench,0.30148342059336825,0.0
model,gemma-2-9b-it,meld,korbench,0.20252593594948126,0.0
