replicate,dataset,model,utility
30,finqa,glm-4-9b-chat,0.561046511627907
30,humaneval,DeepSeek-R1-0528-Qwen3-8B,0.3163265306122449
30,humaneval,Fin-R1,0.7755102040816326
30,humaneval,GLM-Z1-9B-0414,0.6632653061224489
30,humaneval,Intern-S1-mini,0.5204081632653061
30,humaneval,Qwen2.5-Coder-7B-Instruct,0.826530612244898
30,humaneval,Qwen3-8B,0.6938775510204082
30,humaneval,gemma-2-9b-it,0.6020408163265306
30,humaneval,glm-4-9b-chat,0.7448979591836735
30,korbench,DeepSeek-R1-0528-Qwen3-8B,0.5213333333333333
30,korbench,Fin-R1,0.3253333333333333
30,korbench,GLM-Z1-9B-0414,0.524
30,korbench,Intern-S1-mini,0.5706666666666667
30,korbench,Qwen2.5-Coder-7B-Instruct,0.332
30,korbench,Qwen3-8B,0.5133333333333333
30,korbench,gemma-2-9b-it,0.312
30,korbench,glm-4-9b-chat,0.36666666666666664
30,math500,DeepSeek-R1-0528-Qwen3-8B,0.9466666666666667
30,math500,Fin-R1,0.7933333333333333
30,math500,GLM-Z1-9B-0414,0.9633333333333334
30,math500,Intern-S1-mini,0.9266666666666666
30,math500,Qwen2.5-Coder-7B-Instruct,0.7
30,math500,Qwen3-8B,0.9333333333333333
30,math500,gemma-2-9b-it,0.5133333333333333
30,math500,glm-4-9b-chat,0.57
30,mbpp,DeepSeek-R1-0528-Qwen3-8B,0.3578767123287671
30,mbpp,Fin-R1,0.6934931506849316
30,mbpp,GLM-Z1-9B-0414,0.6164383561643836
30,mbpp,Intern-S1-mini,0.4743150684931507
30,mbpp,Qwen2.5-Coder-7B-Instruct,0.7448630136986302
30,mbpp,Qwen3-8B,0.5513698630136986
30,mbpp,gemma-2-9b-it,0.613013698630137
30,mbpp,glm-4-9b-chat,0.5856164383561644
30,medqa,DeepSeek-R1-0528-Qwen3-8B,0.7905759162303665
30,medqa,Fin-R1,0.6020942408376964
30,medqa,GLM-Z1-9B-0414,0.6963350785340314
30,medqa,Intern-S1-mini,0.6910994764397905
30,medqa,Qwen2.5-Coder-7B-Instruct,0.47643979057591623
30,medqa,Qwen3-8B,0.7761780104712042
30,medqa,gemma-2-9b-it,0.6308900523560209
30,medqa,glm-4-9b-chat,0.5798429319371727
30,meld,DeepSeek-R1-0528-Qwen3-8B,0.516914749661705
30,meld,Fin-R1,0.5115020297699594
30,meld,GLM-Z1-9B-0414,0.4736129905277402
30,meld,Intern-S1-mini,0.5317997293640054
30,meld,Qwen2.5-Coder-7B-Instruct,0.5480378890392422
30,meld,Qwen3-8B,0.5358592692828146
30,meld,gemma-2-9b-it,0.523680649526387
30,meld,glm-4-9b-chat,0.5480378890392422
31,emorynlp,DeepSeek-R1-0528-Qwen3-8B,0.3349282296650718
31,emorynlp,Fin-R1,0.34688995215311
31,emorynlp,GLM-Z1-9B-0414,0.31100478468899523
31,emorynlp,Intern-S1-mini,0.3181818181818182
31,emorynlp,Qwen2.5-Coder-7B-Instruct,0.3397129186602871
31,emorynlp,Qwen3-8B,0.34688995215311
31,emorynlp,gemma-2-9b-it,0.3660287081339713
31,emorynlp,glm-4-9b-chat,0.35645933014354064
31,finqa,DeepSeek-R1-0528-Qwen3-8B,0.6933139534883721
31,finqa,Fin-R1,0.6729651162790697
31,finqa,GLM-Z1-9B-0414,0.6787790697674418
31,finqa,Intern-S1-mini,0.6933139534883721
31,finqa,Qwen2.5-Coder-7B-Instruct,0.6308139534883721
31,finqa,Qwen3-8B,0.7223837209302325
31,finqa,gemma-2-9b-it,0.6119186046511628
31,finqa,glm-4-9b-chat,0.5755813953488372
31,humaneval,DeepSeek-R1-0528-Qwen3-8B,0.21428571428571427
31,humaneval,Fin-R1,0.7959183673469388
31,humaneval,GLM-Z1-9B-0414,0.6224489795918368
31,humaneval,Intern-S1-mini,0.4897959183673469
31,humaneval,Qwen2.5-Coder-7B-Instruct,0.8775510204081632
31,humaneval,Qwen3-8B,0.6632653061224489
31,humaneval,gemma-2-9b-it,0.6632653061224489
31,humaneval,glm-4-9b-chat,0.8469387755102041
31,korbench,DeepSeek-R1-0528-Qwen3-8B,0.572
31,korbench,Fin-R1,0.3426666666666667
31,korbench,GLM-Z1-9B-0414,0.576
31,korbench,Intern-S1-mini,0.6093333333333333
31,korbench,Qwen2.5-Coder-7B-Instruct,0.3373333333333333
31,korbench,Qwen3-8B,0.5506666666666666
31,korbench,gemma-2-9b-it,0.3466666666666667
31,korbench,glm-4-9b-chat,0.37333333333333335
31,math500,DeepSeek-R1-0528-Qwen3-8B,0.95
31,math500,Fin-R1,0.8033333333333333
31,math500,GLM-Z1-9B-0414,0.9566666666666667
31,math500,Intern-S1-mini,0.9066666666666666
31,math500,Qwen2.5-Coder-7B-Instruct,0.67
31,math500,Qwen3-8B,0.9333333333333333
31,math500,gemma-2-9b-it,0.52
31,math500,glm-4-9b-chat,0.5733333333333334
31,mbpp,DeepSeek-R1-0528-Qwen3-8B,0.3424657534246575
31,mbpp,Fin-R1,0.6883561643835616
31,mbpp,GLM-Z1-9B-0414,0.6284246575342466
31,mbpp,Intern-S1-mini,0.4383561643835616
31,mbpp,Qwen2.5-Coder-7B-Instruct,0.7585616438356164
31,mbpp,Qwen3-8B,0.5616438356164384
31,mbpp,gemma-2-9b-it,0.583904109589041
31,mbpp,glm-4-9b-chat,0.6095890410958904
31,medqa,DeepSeek-R1-0528-Qwen3-8B,0.8010471204188482
31,medqa,Fin-R1,0.6164921465968587
31,medqa,GLM-Z1-9B-0414,0.7212041884816754
31,medqa,Intern-S1-mini,0.6963350785340314
31,medqa,Qwen2.5-Coder-7B-Instruct,0.47774869109947643
31,medqa,Qwen3-8B,0.7787958115183246
31,medqa,gemma-2-9b-it,0.6361256544502618
31,medqa,glm-4-9b-chat,0.6178010471204188
31,meld,DeepSeek-R1-0528-Qwen3-8B,0.523680649526387
31,meld,Fin-R1,0.5142083897158322
31,meld,GLM-Z1-9B-0414,0.44925575101488496
31,meld,Intern-S1-mini,0.4884979702300406
31,meld,Qwen2.5-Coder-7B-Instruct,0.5345060893098782
31,meld,Qwen3-8B,0.5385656292286874
31,meld,gemma-2-9b-it,0.5223274695534507
31,meld,glm-4-9b-chat,0.5548037889039242
32,emorynlp,DeepSeek-R1-0528-Qwen3-8B,0.3492822966507177
32,emorynlp,Fin-R1,0.3349282296650718
32,emorynlp,GLM-Z1-9B-0414,0.3229665071770335
32,emorynlp,Intern-S1-mini,0.3349282296650718
32,emorynlp,Qwen2.5-Coder-7B-Instruct,0.3397129186602871
32,emorynlp,Qwen3-8B,0.38995215311004783
32,emorynlp,gemma-2-9b-it,0.35645933014354064
32,emorynlp,glm-4-9b-chat,0.37559808612440193
32,finqa,DeepSeek-R1-0528-Qwen3-8B,0.7325581395348837
32,finqa,Fin-R1,0.7194767441860465
32,finqa,GLM-Z1-9B-0414,0.7165697674418605
32,finqa,Intern-S1-mini,0.7369186046511628
32,finqa,Qwen2.5-Coder-7B-Instruct,0.6642441860465116
32,finqa,Qwen3-8B,0.7441860465116279
32,finqa,gemma-2-9b-it,0.6497093023255814
32,finqa,glm-4-9b-chat,0.5799418604651163
32,humaneval,DeepSeek-R1-0528-Qwen3-8B,0.23469387755102042
32,humaneval,Fin-R1,0.7959183673469388
32,humaneval,GLM-Z1-9B-0414,0.6530612244897959
32,humaneval,Intern-S1-mini,0.4897959183673469
32,humaneval,Qwen2.5-Coder-7B-Instruct,0.8469387755102041
32,humaneval,Qwen3-8B,0.6938775510204082
32,humaneval,gemma-2-9b-it,0.6326530612244898
32,humaneval,glm-4-9b-chat,0.7755102040816326
32,korbench,DeepSeek-R1-0528-Qwen3-8B,0.5573333333333333
32,korbench,Fin-R1,0.33466666666666667
32,korbench,GLM-Z1-9B-0414,0.5373333333333333
32,korbench,Intern-S1-mini,0.5786666666666667
32,korbench,Qwen2.5-Coder-7B-Instruct,0.3413333333333333
32,korbench,Qwen3-8B,0.544
32,korbench,gemma-2-9b-it,0.3
32,korbench,glm-4-9b-chat,0.34933333333333333
32,math500,DeepSeek-R1-0528-Qwen3-8B,0.9433333333333334
32,math500,Fin-R1,0.7433333333333333
32,math500,GLM-Z1-9B-0414,0.95
32,math500,Intern-S1-mini,0.9133333333333333
32,math500,Qwen2.5-Coder-7B-Instruct,0.6466666666666666
32,math500,Qwen3-8B,0.9166666666666666
32,math500,gemma-2-9b-it,0.47333333333333333
32,math500,glm-4-9b-chat,0.5066666666666667
32,mbpp,DeepSeek-R1-0528-Qwen3-8B,0.3476027397260274
32,mbpp,Fin-R1,0.6763698630136986
32,mbpp,GLM-Z1-9B-0414,0.6164383561643836
32,mbpp,Intern-S1-mini,0.4383561643835616
32,mbpp,Qwen2.5-Coder-7B-Instruct,0.7636986301369864
32,mbpp,Qwen3-8B,0.559931506849315
32,mbpp,gemma-2-9b-it,0.6147260273972602
32,mbpp,glm-4-9b-chat,0.6301369863013698
32,medqa,DeepSeek-R1-0528-Qwen3-8B,0.8232984293193717
32,medqa,Fin-R1,0.6282722513089005
32,medqa,GLM-Z1-9B-0414,0.7041884816753927
32,medqa,Intern-S1-mini,0.6950261780104712
32,medqa,Qwen2.5-Coder-7B-Instruct,0.47513089005235604
32,medqa,Qwen3-8B,0.7774869109947644
32,medqa,gemma-2-9b-it,0.6492146596858639
32,medqa,glm-4-9b-chat,0.6282722513089005
32,meld,DeepSeek-R1-0528-Qwen3-8B,0.5372124492557511
32,meld,Fin-R1,0.5142083897158322
32,meld,GLM-Z1-9B-0414,0.496617050067659
32,meld,Intern-S1-mini,0.5115020297699594
32,meld,Qwen2.5-Coder-7B-Instruct,0.5372124492557511
32,meld,Qwen3-8B,0.5345060893098782
32,meld,gemma-2-9b-it,0.550744248985115
32,meld,glm-4-9b-chat,0.5696887686062246
33,emorynlp,DeepSeek-R1-0528-Qwen3-8B,0.39712918660287083
33,emorynlp,Fin-R1,0.38995215311004783
33,emorynlp,GLM-Z1-9B-0414,0.33253588516746413
33,emorynlp,Intern-S1-mini,0.3588516746411483
33,emorynlp,Qwen2.5-Coder-7B-Instruct,0.3875598086124402
33,emorynlp,Qwen3-8B,0.3684210526315789
33,emorynlp,gemma-2-9b-it,0.3803827751196172
33,emorynlp,glm-4-9b-chat,0.37799043062200954
33,finqa,DeepSeek-R1-0528-Qwen3-8B,0.7049418604651163
33,finqa,Fin-R1,0.6787790697674418
33,finqa,GLM-Z1-9B-0414,0.686046511627907
33,finqa,Intern-S1-mini,0.7034883720930233
33,finqa,Qwen2.5-Coder-7B-Instruct,0.6133720930232558
33,finqa,Qwen3-8B,0.7398255813953488
33,finqa,gemma-2-9b-it,0.6308139534883721
33,finqa,glm-4-9b-chat,0.5406976744186046
33,humaneval,DeepSeek-R1-0528-Qwen3-8B,0.1836734693877551
33,humaneval,Fin-R1,0.7244897959183674
33,humaneval,GLM-Z1-9B-0414,0.5510204081632653
33,humaneval,Intern-S1-mini,0.4387755102040816
33,humaneval,Qwen2.5-Coder-7B-Instruct,0.826530612244898
33,humaneval,Qwen3-8B,0.6122448979591837
33,humaneval,gemma-2-9b-it,0.5102040816326531
33,humaneval,glm-4-9b-chat,0.7040816326530612
33,korbench,DeepSeek-R1-0528-Qwen3-8B,0.528
33,korbench,Fin-R1,0.296
33,korbench,GLM-Z1-9B-0414,0.49733333333333335
33,korbench,Intern-S1-mini,0.54
33,korbench,Qwen2.5-Coder-7B-Instruct,0.30933333333333335
33,korbench,Qwen3-8B,0.496
33,korbench,gemma-2-9b-it,0.32
33,korbench,glm-4-9b-chat,0.328
33,math500,DeepSeek-R1-0528-Qwen3-8B,0.9533333333333334
33,math500,Fin-R1,0.7833333333333333
33,math500,GLM-Z1-9B-0414,0.95
33,math500,Intern-S1-mini,0.9166666666666666
33,math500,Qwen2.5-Coder-7B-Instruct,0.68
33,math500,Qwen3-8B,0.93
33,math500,gemma-2-9b-it,0.5033333333333333
33,math500,glm-4-9b-chat,0.58
33,mbpp,DeepSeek-R1-0528-Qwen3-8B,0.3373287671232877
33,mbpp,Fin-R1,0.7106164383561644
33,mbpp,GLM-Z1-9B-0414,0.6523972602739726
33,mbpp,Intern-S1-mini,0.476027397260274
33,mbpp,Qwen2.5-Coder-7B-Instruct,0.7602739726027398
33,mbpp,Qwen3-8B,0.5873287671232876
33,mbpp,gemma-2-9b-it,0.625
33,mbpp,glm-4-9b-chat,0.613013698630137
33,medqa,DeepSeek-R1-0528-Qwen3-8B,0.7997382198952879
33,medqa,Fin-R1,0.6308900523560209
33,medqa,GLM-Z1-9B-0414,0.7028795811518325
33,medqa,Intern-S1-mini,0.6963350785340314
33,medqa,Qwen2.5-Coder-7B-Instruct,0.4869109947643979
33,medqa,Qwen3-8B,0.7722513089005235
33,medqa,gemma-2-9b-it,0.6426701570680629
33,medqa,glm-4-9b-chat,0.5890052356020943
33,meld,DeepSeek-R1-0528-Qwen3-8B,0.5006765899864682
33,meld,Fin-R1,0.5006765899864682
33,meld,GLM-Z1-9B-0414,0.4316644113667118
33,meld,Intern-S1-mini,0.510148849797023
33,meld,Qwen2.5-Coder-7B-Instruct,0.5290933694181326
33,meld,Qwen3-8B,0.5317997293640054
33,meld,gemma-2-9b-it,0.5345060893098782
33,meld,glm-4-9b-chat,0.543978349120433
34,emorynlp,DeepSeek-R1-0528-Qwen3-8B,0.3684210526315789
34,emorynlp,Fin-R1,0.37559808612440193
34,emorynlp,GLM-Z1-9B-0414,0.3349282296650718
34,emorynlp,Intern-S1-mini,0.3444976076555024
34,emorynlp,Qwen2.5-Coder-7B-Instruct,0.34210526315789475
34,emorynlp,Qwen3-8B,0.44258373205741625
34,emorynlp,gemma-2-9b-it,0.37799043062200954
34,emorynlp,glm-4-9b-chat,0.3875598086124402
34,finqa,DeepSeek-R1-0528-Qwen3-8B,0.7093023255813954
34,finqa,Fin-R1,0.6962209302325582
34,finqa,GLM-Z1-9B-0414,0.6787790697674418
34,finqa,Intern-S1-mini,0.7034883720930233
34,finqa,Qwen2.5-Coder-7B-Instruct,0.6133720930232558
34,finqa,Qwen3-8B,0.7311046511627907
34,finqa,gemma-2-9b-it,0.6322674418604651
34,finqa,glm-4-9b-chat,0.561046511627907
34,humaneval,DeepSeek-R1-0528-Qwen3-8B,0.21428571428571427
34,humaneval,Fin-R1,0.7040816326530612
34,humaneval,GLM-Z1-9B-0414,0.5612244897959183
34,humaneval,Intern-S1-mini,0.41836734693877553
34,humaneval,Qwen2.5-Coder-7B-Instruct,0.8571428571428571
34,humaneval,Qwen3-8B,0.673469387755102
34,humaneval,gemma-2-9b-it,0.5510204081632653
34,humaneval,glm-4-9b-chat,0.7244897959183674
34,korbench,DeepSeek-R1-0528-Qwen3-8B,0.548
34,korbench,Fin-R1,0.332
34,korbench,GLM-Z1-9B-0414,0.532
34,korbench,Intern-S1-mini,0.6013333333333334
34,korbench,Qwen2.5-Coder-7B-Instruct,0.344
34,korbench,Qwen3-8B,0.548
34,korbench,gemma-2-9b-it,0.3426666666666667
34,korbench,glm-4-9b-chat,0.3586666666666667
34,math500,DeepSeek-R1-0528-Qwen3-8B,0.96
34,math500,Fin-R1,0.7233333333333334
34,math500,GLM-Z1-9B-0414,0.96
34,math500,Intern-S1-mini,0.92
34,math500,Qwen2.5-Coder-7B-Instruct,0.6533333333333333
34,math500,Qwen3-8B,0.9466666666666667
34,math500,gemma-2-9b-it,0.46
34,math500,glm-4-9b-chat,0.49666666666666665
34,mbpp,DeepSeek-R1-0528-Qwen3-8B,0.351027397260274
34,mbpp,Fin-R1,0.6678082191780822
34,mbpp,GLM-Z1-9B-0414,0.6198630136986302
34,mbpp,Intern-S1-mini,0.4708904109589041
34,mbpp,Qwen2.5-Coder-7B-Instruct,0.7551369863013698
34,mbpp,Qwen3-8B,0.5736301369863014
34,mbpp,gemma-2-9b-it,0.6113013698630136
34,mbpp,glm-4-9b-chat,0.6164383561643836
34,medqa,DeepSeek-R1-0528-Qwen3-8B,0.8219895287958116
34,medqa,Fin-R1,0.6282722513089005
34,medqa,GLM-Z1-9B-0414,0.7185863874345549
34,medqa,Intern-S1-mini,0.7015706806282722
34,medqa,Qwen2.5-Coder-7B-Instruct,0.46465968586387435
34,medqa,Qwen3-8B,0.7866492146596858
34,medqa,gemma-2-9b-it,0.6256544502617801
34,medqa,glm-4-9b-chat,0.6073298429319371
34,meld,DeepSeek-R1-0528-Qwen3-8B,0.5358592692828146
34,meld,Fin-R1,0.5561569688768606
34,meld,GLM-Z1-9B-0414,0.4939106901217862
34,meld,Intern-S1-mini,0.5615696887686062
34,meld,Qwen2.5-Coder-7B-Instruct,0.5751014884979703
34,meld,Qwen3-8B,0.557510148849797
34,meld,gemma-2-9b-it,0.5520974289580515
34,meld,glm-4-9b-chat,0.5805142083897158
35,emorynlp,DeepSeek-R1-0528-Qwen3-8B,0.39473684210526316
35,emorynlp,Fin-R1,0.3827751196172249
35,emorynlp,GLM-Z1-9B-0414,0.3803827751196172
35,emorynlp,Intern-S1-mini,0.35645933014354064
35,emorynlp,Qwen2.5-Coder-7B-Instruct,0.34210526315789475
35,emorynlp,Qwen3-8B,0.4090909090909091
35,emorynlp,gemma-2-9b-it,0.4043062200956938
35,emorynlp,glm-4-9b-chat,0.39473684210526316
35,finqa,DeepSeek-R1-0528-Qwen3-8B,0.7078488372093024
35,finqa,Fin-R1,0.684593023255814
35,finqa,GLM-Z1-9B-0414,0.7034883720930233
35,finqa,Intern-S1-mini,0.7165697674418605
35,finqa,Qwen2.5-Coder-7B-Instruct,0.6555232558139535
35,finqa,Qwen3-8B,0.7558139534883721
35,finqa,gemma-2-9b-it,0.6613372093023255
35,finqa,glm-4-9b-chat,0.5436046511627907
35,humaneval,DeepSeek-R1-0528-Qwen3-8B,0.1836734693877551
35,humaneval,Fin-R1,0.7346938775510204
35,humaneval,GLM-Z1-9B-0414,0.6224489795918368
35,humaneval,Intern-S1-mini,0.41836734693877553
35,humaneval,Qwen2.5-Coder-7B-Instruct,0.8775510204081632
35,humaneval,Qwen3-8B,0.5918367346938775
35,humaneval,gemma-2-9b-it,0.5918367346938775
35,humaneval,glm-4-9b-chat,0.7551020408163265
35,korbench,DeepSeek-R1-0528-Qwen3-8B,0.548
35,korbench,Fin-R1,0.30933333333333335
35,korbench,GLM-Z1-9B-0414,0.528
35,korbench,Intern-S1-mini,0.5613333333333334
35,korbench,Qwen2.5-Coder-7B-Instruct,0.32266666666666666
35,korbench,Qwen3-8B,0.516
35,korbench,gemma-2-9b-it,0.33466666666666667
35,korbench,glm-4-9b-chat,0.34933333333333333
35,math500,DeepSeek-R1-0528-Qwen3-8B,0.9466666666666667
35,math500,Fin-R1,0.76
35,math500,GLM-Z1-9B-0414,0.9566666666666667
35,math500,Intern-S1-mini,0.9066666666666666
35,math500,Qwen2.5-Coder-7B-Instruct,0.68
35,math500,Qwen3-8B,0.93
35,math500,gemma-2-9b-it,0.4766666666666667
35,math500,glm-4-9b-chat,0.5366666666666666
35,mbpp,DeepSeek-R1-0528-Qwen3-8B,0.3082191780821918
35,mbpp,Fin-R1,0.6934931506849316
35,mbpp,GLM-Z1-9B-0414,0.6335616438356164
35,mbpp,Intern-S1-mini,0.4520547945205479
35,mbpp,Qwen2.5-Coder-7B-Instruct,0.7482876712328768
35,mbpp,Qwen3-8B,0.5702054794520548
35,mbpp,gemma-2-9b-it,0.589041095890411
35,mbpp,glm-4-9b-chat,0.6078767123287672
35,medqa,DeepSeek-R1-0528-Qwen3-8B,0.8089005235602095
35,medqa,Fin-R1,0.5929319371727748
35,medqa,GLM-Z1-9B-0414,0.7015706806282722
35,medqa,Intern-S1-mini,0.6636125654450262
35,medqa,Qwen2.5-Coder-7B-Instruct,0.4803664921465969
35,medqa,Qwen3-8B,0.7787958115183246
35,medqa,gemma-2-9b-it,0.5968586387434555
35,medqa,glm-4-9b-chat,0.5890052356020943
35,meld,DeepSeek-R1-0528-Qwen3-8B,0.543978349120433
35,meld,Fin-R1,0.5182679296346414
35,meld,GLM-Z1-9B-0414,0.4654939106901218
35,meld,Intern-S1-mini,0.5290933694181326
35,meld,Qwen2.5-Coder-7B-Instruct,0.5317997293640054
35,meld,Qwen3-8B,0.5372124492557511
35,meld,gemma-2-9b-it,0.5426251691474966
35,meld,glm-4-9b-chat,0.5588633288227334
36,emorynlp,DeepSeek-R1-0528-Qwen3-8B,0.35167464114832536
36,emorynlp,Fin-R1,0.35645933014354064
36,emorynlp,GLM-Z1-9B-0414,0.33014354066985646
36,emorynlp,Intern-S1-mini,0.3444976076555024
36,emorynlp,Qwen2.5-Coder-7B-Instruct,0.3588516746411483
36,emorynlp,Qwen3-8B,0.3684210526315789
36,emorynlp,gemma-2-9b-it,0.3444976076555024
36,emorynlp,glm-4-9b-chat,0.3588516746411483
36,finqa,DeepSeek-R1-0528-Qwen3-8B,0.7587209302325582
36,finqa,Fin-R1,0.7354651162790697
36,finqa,GLM-Z1-9B-0414,0.7311046511627907
36,finqa,Intern-S1-mini,0.7427325581395349
36,finqa,Qwen2.5-Coder-7B-Instruct,0.6686046511627907
36,finqa,Qwen3-8B,0.7718023255813954
36,finqa,gemma-2-9b-it,0.6642441860465116
36,finqa,glm-4-9b-chat,0.5843023255813954
36,humaneval,DeepSeek-R1-0528-Qwen3-8B,0.20408163265306123
36,humaneval,Fin-R1,0.7142857142857143
36,humaneval,GLM-Z1-9B-0414,0.5204081632653061
36,humaneval,Intern-S1-mini,0.4387755102040816
36,humaneval,Qwen2.5-Coder-7B-Instruct,0.7755102040816326
36,humaneval,Qwen3-8B,0.6122448979591837
36,humaneval,gemma-2-9b-it,0.6632653061224489
36,humaneval,glm-4-9b-chat,0.6530612244897959
36,korbench,DeepSeek-R1-0528-Qwen3-8B,0.5586666666666666
36,korbench,Fin-R1,0.328
36,korbench,GLM-Z1-9B-0414,0.5426666666666666
36,korbench,Intern-S1-mini,0.5693333333333334
36,korbench,Qwen2.5-Coder-7B-Instruct,0.34
36,korbench,Qwen3-8B,0.536
36,korbench,gemma-2-9b-it,0.34
36,korbench,glm-4-9b-chat,0.35333333333333333
36,math500,DeepSeek-R1-0528-Qwen3-8B,0.9466666666666667
36,math500,Fin-R1,0.7766666666666666
36,math500,GLM-Z1-9B-0414,0.9566666666666667
36,math500,Intern-S1-mini,0.8933333333333333
36,math500,Qwen2.5-Coder-7B-Instruct,0.6733333333333333
36,math500,Qwen3-8B,0.92
36,math500,gemma-2-9b-it,0.4633333333333333
36,math500,glm-4-9b-chat,0.51
36,mbpp,DeepSeek-R1-0528-Qwen3-8B,0.3904109589041096
36,mbpp,Fin-R1,0.6934931506849316
36,mbpp,GLM-Z1-9B-0414,0.6558219178082192
36,mbpp,Intern-S1-mini,0.4674657534246575
36,mbpp,Qwen2.5-Coder-7B-Instruct,0.7773972602739726
36,mbpp,Qwen3-8B,0.5547945205479452
36,mbpp,gemma-2-9b-it,0.6215753424657534
36,mbpp,glm-4-9b-chat,0.6181506849315068
36,medqa,DeepSeek-R1-0528-Qwen3-8B,0.8259162303664922
36,medqa,Fin-R1,0.606020942408377
36,medqa,GLM-Z1-9B-0414,0.7015706806282722
36,medqa,Intern-S1-mini,0.7054973821989529
36,medqa,Qwen2.5-Coder-7B-Instruct,0.4895287958115183
36,medqa,Qwen3-8B,0.8075916230366492
36,medqa,gemma-2-9b-it,0.6361256544502618
36,medqa,glm-4-9b-chat,0.6531413612565445
36,meld,DeepSeek-R1-0528-Qwen3-8B,0.4993234100135318
36,meld,Fin-R1,0.503382949932341
36,meld,GLM-Z1-9B-0414,0.4668470906630582
36,meld,Intern-S1-mini,0.4912043301759134
36,meld,Qwen2.5-Coder-7B-Instruct,0.530446549391069
36,meld,Qwen3-8B,0.523680649526387
36,meld,gemma-2-9b-it,0.5196211096075778
36,meld,glm-4-9b-chat,0.543978349120433
37,emorynlp,DeepSeek-R1-0528-Qwen3-8B,0.36363636363636365
37,emorynlp,Fin-R1,0.3492822966507177
37,emorynlp,GLM-Z1-9B-0414,0.35406698564593303
37,emorynlp,Intern-S1-mini,0.361244019138756
37,emorynlp,Qwen2.5-Coder-7B-Instruct,0.3253588516746411
37,emorynlp,Qwen3-8B,0.3684210526315789
37,emorynlp,gemma-2-9b-it,0.3397129186602871
37,emorynlp,glm-4-9b-chat,0.361244019138756
37,finqa,DeepSeek-R1-0528-Qwen3-8B,0.7122093023255814
37,finqa,Fin-R1,0.688953488372093
37,finqa,GLM-Z1-9B-0414,0.6875
37,finqa,Intern-S1-mini,0.7020348837209303
37,finqa,Qwen2.5-Coder-7B-Instruct,0.6598837209302325
37,finqa,Qwen3-8B,0.7383720930232558
37,finqa,gemma-2-9b-it,0.6438953488372093
37,finqa,glm-4-9b-chat,0.5755813953488372
37,humaneval,DeepSeek-R1-0528-Qwen3-8B,0.17346938775510204
37,humaneval,Fin-R1,0.7244897959183674
37,humaneval,GLM-Z1-9B-0414,0.6224489795918368
37,humaneval,Intern-S1-mini,0.45918367346938777
37,humaneval,Qwen2.5-Coder-7B-Instruct,0.8979591836734694
37,humaneval,Qwen3-8B,0.6632653061224489
37,humaneval,gemma-2-9b-it,0.6632653061224489
37,humaneval,glm-4-9b-chat,0.7653061224489796
37,korbench,DeepSeek-R1-0528-Qwen3-8B,0.5533333333333333
37,korbench,Fin-R1,0.32
37,korbench,GLM-Z1-9B-0414,0.54
37,korbench,Intern-S1-mini,0.5733333333333334
37,korbench,Qwen2.5-Coder-7B-Instruct,0.3426666666666667
37,korbench,Qwen3-8B,0.5253333333333333
37,korbench,gemma-2-9b-it,0.3586666666666667
37,korbench,glm-4-9b-chat,0.3453333333333333
37,math500,DeepSeek-R1-0528-Qwen3-8B,0.9533333333333334
37,math500,Fin-R1,0.7966666666666666
37,math500,GLM-Z1-9B-0414,0.9766666666666667
37,math500,Intern-S1-mini,0.9433333333333334
37,math500,Qwen2.5-Coder-7B-Instruct,0.7033333333333334
37,math500,Qwen3-8B,0.96
37,math500,gemma-2-9b-it,0.5533333333333333
37,math500,glm-4-9b-chat,0.5633333333333334
37,mbpp,DeepSeek-R1-0528-Qwen3-8B,0.3732876712328767
37,mbpp,Fin-R1,0.7054794520547946
37,mbpp,GLM-Z1-9B-0414,0.6335616438356164
37,mbpp,Intern-S1-mini,0.4845890410958904
37,mbpp,Qwen2.5-Coder-7B-Instruct,0.7328767123287672
37,mbpp,Qwen3-8B,0.583904109589041
37,mbpp,gemma-2-9b-it,0.6078767123287672
37,mbpp,glm-4-9b-chat,0.6078767123287672
37,medqa,DeepSeek-R1-0528-Qwen3-8B,0.7879581151832461
37,medqa,Fin-R1,0.6269633507853403
37,medqa,GLM-Z1-9B-0414,0.7094240837696335
37,medqa,Intern-S1-mini,0.6662303664921466
37,medqa,Qwen2.5-Coder-7B-Instruct,0.48429319371727747
37,medqa,Qwen3-8B,0.7617801047120419
37,medqa,gemma-2-9b-it,0.6479057591623036
37,medqa,glm-4-9b-chat,0.5981675392670157
37,meld,DeepSeek-R1-0528-Qwen3-8B,0.5087956698240866
37,meld,Fin-R1,0.5209742895805142
37,meld,GLM-Z1-9B-0414,0.4749661705006766
37,meld,Intern-S1-mini,0.4817320703653586
37,meld,Qwen2.5-Coder-7B-Instruct,0.5372124492557511
37,meld,Qwen3-8B,0.5263870094722598
37,meld,gemma-2-9b-it,0.5263870094722598
37,meld,glm-4-9b-chat,0.5737483085250338
38,emorynlp,DeepSeek-R1-0528-Qwen3-8B,0.3588516746411483
38,emorynlp,Fin-R1,0.3397129186602871
38,emorynlp,GLM-Z1-9B-0414,0.3253588516746411
38,emorynlp,Intern-S1-mini,0.3157894736842105
38,emorynlp,Qwen2.5-Coder-7B-Instruct,0.3014354066985646
38,emorynlp,Qwen3-8B,0.3397129186602871
38,emorynlp,gemma-2-9b-it,0.3373205741626794
