metric,mean,std,median,q25,q75
T_stop,10000.0,0.0,10000.0,10000.0,10000.0
exact_oracle_match,0.6,0.5026246899500346,1.0,0.0,1.0
stable_train,0.6,0.5026246899500346,1.0,0.0,1.0
blocking_pairs_train,0.4,0.5026246899500346,0.0,0.0,1.0
resolved_fraction_at_stop,0.48125,0.05231308972642647,0.4791666666666667,0.4375,0.5208333333333334
test_mean_score,0.6695157460033652,0.01650605419749778,0.6821053297659861,0.6548227210703339,0.6821053297659861
test_welfare,2.6780629840134607,0.06602421678999112,2.7284213190639446,2.6192908842813356,2.7284213190639446
normalized_test_welfare,0.9083295740538946,0.12018800998541543,1.0,0.801343046187361,1.0
