metric,mean,std,median,q25,q75
T_stop,200000.0,0.0,200000.0,200000.0,200000.0
exact_oracle_match,0.0,0.0,0.0,0.0,0.0
stable_train,0.0,0.0,0.0,0.0,0.0
blocking_pairs_train,1.4,0.5477225575051661,1.0,1.0,2.0
resolved_fraction_at_stop,0.8526785714285714,0.00611297497215586,0.8526785714285714,0.8504464285714286,0.8571428571428571
test_mean_score,0.6439094059362226,0.014041269206101778,0.6454877689225631,0.637761497084242,0.6565484976675025
test_welfare,5.151275247489781,0.11233015364881423,5.163902151380505,5.102091976673936,5.25238798134002
normalized_test_welfare,0.8831087135620062,0.14190482394043968,0.8990600722606508,0.8209763015672948,1.0108427567291962
