algorithm,seed,stopped,T_stop,final_exact,final_regret,best_regret,final_cum_regret,n_checks,elapsed_seconds
p2etg,0,True,34000,True,0.0,0.0,396.91941997833374,341,1.3971314998343587
p2etg,1,True,34200,True,0.0,0.0,96.32140049225896,343,1.3378229583613575
p2etg,2,True,33800,True,0.0,0.0,290.3452504402349,339,1.3020234159193933
p2etg,3,True,44600,True,0.0,0.0,383.49303799498733,447,1.7397918333299458
p2etg,4,True,33400,True,0.0,0.0,37.398601669701264,335,1.2657565418630838
p2etg,5,True,38500,True,0.0,0.0,317.59514080640236,386,1.5258803339675069
p2etg,6,True,41200,True,0.0,0.0,1229.2366502140208,413,1.5604167501442134
p2etg,7,True,37000,True,0.0,0.0,104.99072875744727,371,1.393361208960414
p2etg,8,True,36100,True,0.0,0.0,95.17720201064273,362,1.376808708999306
p2etg,9,True,38700,True,0.0,0.0,290.748030132687,388,1.4685211670584977
preflid,0,True,14840,True,0.0,0.0,180.17852155795268,1485,0.6940520838834345
preflid,1,True,11670,True,0.0,0.0,189.0562645814615,1168,0.5500860409811139
preflid,2,True,16030,True,0.0,0.0,62.46762178348331,1604,0.909490916877985
preflid,3,True,12090,True,0.0,0.0,136.59284936089838,1210,0.5457949158735573
preflid,4,True,16940,True,0.0,0.0,140.06310172073682,1695,0.9794571660459042
preflid,5,True,14020,True,0.0,0.0,121.38753578238143,1403,0.640532084275037
preflid,6,True,14510,True,0.0,0.0,169.97792931656298,1452,0.6568482080474496
preflid,7,True,15470,True,0.0,0.0,51.82871596203216,1548,0.6941615408286452
preflid,8,True,10270,True,0.0,0.0,130.98159142276668,1028,0.48916450003162026
preflid,9,True,27190,True,0.0,0.0,34.29367717539721,2720,1.9931193329393864
