algorithm,seed,stopped,T_stop,final_exact,final_regret,best_regret,final_cum_regret,n_checks,elapsed_seconds
preflid,0,True,19092,True,0.0,0.0,64.90146861313764,3183,0.7897411668673158
preflid,1,False,39996,True,0.0,0.0,25.98937311214975,6666,1.6620166660286486
preflid,2,False,39996,True,0.0,0.0,122.6061153660523,6666,1.7420472498051822
preflid,3,False,39996,True,0.0,0.0,23.908857803470035,6666,1.721260542050004
preflid,4,False,39996,True,0.0,0.0,1210.2318553025368,6666,1.667742125224322
preflid,5,False,39996,True,0.0,0.0,72.78598578632649,6666,1.6847710418514907
preflid,6,False,39996,True,0.0,0.0,1201.3208443660897,6666,1.8003717917017639
preflid,7,False,39996,True,0.0,0.0,178.13050724954354,6666,1.6940265409648418
preflid,8,False,39996,True,0.0,0.0,149.89379166448703,6666,1.7042906661517918
preflid,9,False,39996,True,0.0,0.0,28.65924060079198,6666,1.7059307917952538
preflid,10,False,39996,True,0.0,0.0,17.73327853213359,6666,1.6568610002286732
preflid,11,False,39996,True,0.0,0.0,233.59434541699378,6666,1.661399916280061
preflid,12,False,39996,True,0.0,0.0,55.77204513406788,6666,1.7010823339223862
preflid,13,False,39996,True,0.0,0.0,274.3975875370838,6666,1.8222659169696271
preflid,14,True,39276,True,0.0,0.0,173.76126657761276,6547,1.6470349999144673
preflid,15,True,13914,True,0.0,0.0,186.7411479094748,2320,0.6185474582016468
preflid,16,False,39996,True,0.0,0.0,123.99085154604487,6666,1.7003369578160346
preflid,17,False,39996,True,0.0,0.0,148.4865942476495,6666,1.7791185840032995
preflid,18,False,39996,True,0.0,0.0,58.15796191169531,6666,1.6861936659552157
preflid,19,False,39996,True,0.0,0.0,628.9887954829583,6666,1.6714360830374062
